HF/qNRC2DIIS,HF/RS-RFO,HF/S-GEK,B3LYP/qNRC2DIIS,B3LYP/RS-RFO,B3LYP/S-GEK
-194.8170344162,-194.8170344162,-194.8170344163,-196.2224587111,-196.2224587117,-196.2224587119
-348.9439682498,-348.9439682505,-348.9439682505,-351.2785946300,-351.2785946299,-351.2785946299
-344.7134569509,-344.7134569508,-344.7134569509,-346.8069086219,-346.8069086210,-346.8069086219
-193.7781342107,-193.7781342110,-193.7781342107,-195.0930929374,-195.0930929371,-195.0930929374
-348.9566372977,-348.9566372980,-348.9566372978,-351.3131295359,-351.3131295359,-351.3131295358
-348.9644361531,-348.9644361530,-348.9644361530,-351.3018455545,-351.3018455545,-351.3018455545
-305.7029559239,-305.7029559239,-305.7029559238,-307.5263559626,-307.5263559625,-307.5263559625
-310.0146782851,-310.0146782851,-310.0146782852,-312.0547350973,-312.0547350944,-312.0547350972
-380.4076794634,-380.4076794635,-380.4076794635,-382.5961247041,-382.5961247095,-382.5961247083
-191.7286370567,-191.7286370567,-191.7286370567,-192.8897481507,-192.8897481512,-192.8897481520
-229.4602684643,-229.4602684642,-229.4602684641,-230.8882820062,-230.8882820062,-230.8882820061
-269.7272625122,-269.7272625121,-269.7272625120,-271.4708678519,-271.4708678515,-271.4708678526
-154.7712526407,-154.7712526407,-154.7712526407,-155.8078945439,-155.8078945439,-155.8078945438
-268.5294242580,-268.5294242587,-268.5294242586,-270.2333142060,-270.2333142060,-270.2333142061
-230.7834343362,-230.7834343363,-230.7834343363,-232.2318677035,-232.2318677035,-232.2318677035
-155.9762709183,-155.9762709183,-155.9762709182,-157.0577924155,-157.0577924155,-157.0577924156
-155.8198813761,-155.8198813766,-155.8198813766,-156.9326060040,-156.9326060037,-156.9326060040
-348.9530840080,-348.9530840083,-348.9530840082,-351.3089227172,-351.3089227172,-351.3089227172
-311.9017110153,-311.9017110153,-311.9017110151,-314.1323825121,-314.1323825122,-314.1323825122
-344.7038946251,-344.7038946251,-344.7038946251,-346.8003102729,-346.8003102730,-346.8003102725
-349.0353486332,-349.0353486333,-349.0353486331,-351.3597966521,-351.3597966521,-351.3597966520
-154.8098234510,-154.8098234511,-154.8098234511,-155.8473091825,-155.8473091825,-155.8473091824
-270.9960974153,-270.9960974152,-270.9960974153,-272.7839593346,-272.7839593346,-272.7839593343
-348.9416233504,-348.9416233506,-348.9416233505,-351.2780517935,-351.2780517935,-351.2780517935
-194.9686688778,-194.9686688779,-194.9686688778,-196.3466694793,-196.3466694791,-196.3466694793
-305.6836125351,-305.6836125352,-305.6836125352,-307.5020531495,-307.5020531465,-307.5020531494
-272.9338764499,-272.9338764498,-272.9338764498,-274.8675738068,-274.8675738068,-274.8675738067
-268.5333265347,-268.5405119466,-268.5405119595,-270.2449953379,-270.2449953380,-270.2449953372
-344.5638285510,-344.5638285509,-344.5638285509,-346.6576915418,-346.6576915419,-346.6576915401
-229.5558275837,-229.5558275837,-229.5558275835,-230.9815095153,-230.9815095150,-230.9815095146
-305.6805048183,-305.6805048185,-305.6805048184,-307.4815759727,-307.4815759724,-307.4815759724
-310.0237804594,-310.0237804598,-310.0237804595,-312.0655697706,-312.0655697703,-312.0655697705
-310.0198883275,-310.0198883275,-310.0198883274,-312.0677399433,-312.0677399434,-312.0677399432
-233.9235534389,-233.9235534388,-233.9235534387,-235.5789167855,-235.5789167855,-235.5789167854
-232.8630172370,-232.8630172371,-232.8630172367,-234.4606270066,-234.4606270065,-234.4606270064
-229.4928156470,-229.4928156472,-229.4928156470,-230.9280357379,-230.9280357363,-230.9280357375
-348.9556777846,-348.9556777845,-348.9556777845,-351.3131183209,-351.3131183180,-351.3131183208
-154.6347042459,-154.6347042467,-154.6347042465,-155.6966178536,-155.6966178536,-155.6966178536
-234.0253641036,-234.0253641035,-234.0253641035,-235.6654051170,-235.6654051171,-235.6654051172
-190.4026242723,-190.4026242721,-190.4026242721,-191.5502987928,-191.5502987928,-191.5502987926
-155.9763210881,-155.9763210881,-155.9763210880,-157.0579052476,-157.0579052476,-157.0579052478
-270.8833270793,-270.8833270791,-270.8833270791,-272.6650753820,-272.6650753809,-272.6650753819
-229.5524797685,-229.5524797685,-229.5524797684,-230.9984889132,-230.9984889133,-230.9984889131
-383.6259884586,-383.6259884585,-383.6259884584,-386.0189519888,-386.0189519888,-386.0189519886
-344.7055773687,-344.7055773687,-344.7055773687,-346.8008636937,-346.8008636938,-346.8008636935
-383.7410280320,-383.7410280321,-383.7410280318,-386.1114926795,-386.1114926801,-386.1114926799
-266.5333815994,-266.5333815995,-266.5333815994,-268.0877943364,-268.0877943366,-268.0877943362
-348.9759661068,-348.9759661067,-348.9759661068,-351.3142006450,-351.3142006449,-351.3142006449
-348.9424599433,-348.9424599435,-348.9424599433,-351.2846776924,-351.2846776923,-351.2846776923
-272.9189350050,-272.9189350049,-272.9189350050,-274.8528029338,-274.8528029334,-274.8528029344
-266.6486210786,-266.6486210788,-266.6486210790,-268.1526478154,-268.1526478158,-268.1526478158
-302.3632454821,-302.3632454823,-302.3632454821,-303.9927853099,-303.9927853099,-303.9927853093
-194.8112104783,-194.8112104784,-194.8112104784,-196.2275027679,-196.2275027683,-196.2275027683
-380.4923259392,-380.4923259393,-380.4923259389,-382.6679089494,-382.6679089493,-382.6679089493
-309.9357791709,-309.9357791715,-309.9357791715,-311.9887436041,-311.9887436024,-311.9887436041
-349.0360203860,-349.0360203860,-349.0360203861,-351.3588824815,-351.3588824864,-351.3588824862
-305.5828334286,-305.5828334285,-305.5828334285,-307.4033453841,-307.4033453842,-307.4033453844
-344.7022464809,-344.7022464809,-344.7022464809,-346.7857636710,-346.7857636710,-346.7857636706
-268.4680651107,-268.4680651108,-268.4680651103,-270.1672277845,-270.1672277844,-270.1672277844
-232.5945702454,-232.5945702454,-232.5945702451,-234.2311341193,-234.2311341192,-234.2311341193
-383.6512607228,-383.6512607228,-383.6512607227,-386.0301207205,-386.0301207074,-386.0301207205
-233.9231383653,-233.9231383658,-233.9231383657,-235.5975907882,-235.5975907879,-235.5975907882
-234.0264460051,-234.0264460052,-234.0264460051,-235.6671997337,-235.6671997337,-235.6671997337
-347.9011833242,-347.9011833243,-347.9011833242,-350.2183907124,-350.2183907125,-350.2183907126
-348.9512607888,-348.9512607888,-348.9512607888,-351.2896648369,-351.2896648369,-351.2896648369
-269.7070678421,-269.7070678421,-269.7070678421,-271.4763656112,-271.4763656112,-271.4763656107
-383.6194837845,-383.6194837845,-383.6194837844,-385.9818133698,-385.9818133699,-385.9818133691
-116.8735132005,-116.8735132004,-116.8735132004,-117.6929693108,-117.6929693109,-117.6929693117
-344.6049122715,-344.6049122715,-344.6049122714,-346.7056114707,-346.7056114707,-346.7056114703
-191.7061910117,-191.7061910117,-191.7061910116,-192.8752676443,-192.8752676443,-192.8752676440
-192.9549529511,-192.9549529511,-192.9549529511,-194.3414856981,-194.3414856916,-194.3414856981
-155.9761363242,-155.9761363242,-155.9761363241,-157.0578057661,-157.0578057661,-157.0578057663
-311.9604793261,-311.9604793262,-311.9604793261,-314.1714043942,-314.1714043942,-314.1714043940
-310.0191549559,-310.0191549565,-310.0191549564,-312.0619385269,-312.0619385269,-312.0619385267
-308.8987806115,-308.8987806116,-308.8987806116,-310.9038813763,-310.9038813762,-310.9038813762
-380.3097092702,-380.3097092707,-380.3097092703,-382.5185082237,-382.5185082239,-382.5185082239
-383.7204542836,-383.7204542839,-383.7204542840,-386.1011337488,-386.1011337490,-386.1011337481
-153.8950221602,-153.8950221600,-153.8950221600,-154.8239457563,-154.8239457563,-154.8239457561
-229.5323494473,-229.5323494473,-229.5323494473,-230.9553753823,-230.9553753813,-230.9553753820
-194.9988456791,-194.9988456791,-194.9988456791,-196.3603340001,-196.3603340001,-196.3603340001
-194.8106611340,-194.8106611340,-194.8106611340,-196.2253642660,-196.2253642660,-196.2253642658
-193.5882639834,-193.5882639832,-193.5882639834,-194.9443171100,-194.9443171077,-194.9443171099
-383.5940989753,-383.5940989781,-383.5940989767,-385.9686654006,-385.9686654031,-385.9686654027
-310.0160788966,-310.0160788966,-310.0160788964,-312.0627267982,-312.0627267982,-312.0627267982
-193.8059683663,-193.8059683661,-193.8059683661,-195.1382331696,-195.1382331692,-195.1382331694
-344.7216186538,-344.7216186537,-344.7216186536,-346.8364212290,-346.8364212295,-346.8364212293
-230.8073797986,-230.8073797989,-230.8073797988,-232.2576829022,-232.2576829022,-232.2576829020
-155.7574676550,-155.7574676549,-155.7574676546,-156.8737567824,-156.8737567825,-156.8737567822
-347.9318358863,-347.9318358863,-347.9318358863,-350.2096594726,-350.2096594726,-350.2096594724
-269.8058710930,-269.8058710930,-269.8058710929,-271.5343671622,-271.5343671621,-271.5343671621
-268.3129738630,-268.3129738634,-268.3129738631,-270.0251687688,-270.0251687689,-270.0251687690
-380.4020749886,-380.4020749885,-380.4020749883,-382.6304750537,-382.6304750537,-382.6304750530
-232.7916407275,-232.7916407275,-232.7916407275,-234.4225109024,-234.4225109386,-234.4225109386
-344.5716708911,-344.5716708912,-344.5716708910,-346.6658176443,-346.6658176443,-346.6658176441
-230.8315582970,-230.8315582971,-230.8315582970,-232.2880686477,-232.2880686469,-232.2880686476
-419.3637726239,-419.3637726240,-419.3637726239,-421.8461644241,-421.8461644236,-421.8461644252
-270.9116016174,-270.9116016177,-270.9116016177,-272.6923857982,-272.6923857983,-272.6923857981
-269.8312891261,-269.8312891265,-269.8312891264,-271.5570033054,-271.5570033053,-271.5570033054
-310.0208115764,-310.0208115766,-310.0208115764,-312.0677022253,-312.0677022252,-312.0677022252
-155.8198276144,-155.8198276143,-155.8198276141,-156.9325682465,-156.9325682464,-156.9325682465
-383.6579498980,-383.6579498981,-383.6579498981,-386.0381937648,-386.0381937654,-386.0381937654
-231.8739708803,-231.8739708802,-231.8739708802,-233.3754268905,-233.3754268906,-233.3754268904
-302.3541637804,-302.3541637803,-302.3541637803,-304.0012324708,-304.0012324702,-304.0012324700
-269.8113217258,-269.8113217258,-269.8113217258,-271.5468792525,-271.5468792529,-271.5468792525
-312.0168080316,-312.0168080317,-312.0168080318,-314.2432745329,-314.2432745329,-314.2432745329
-233.9244180962,-233.9244180962,-233.9244180961,-235.5797339515,-235.5797339515,-235.5797339514
-233.8898732596,-233.8918491306,-233.8918491303,-235.5462623589,-235.5462623590,-235.5462623592
-347.7880221020,-347.7881656817,-347.7881656817,-350.0788745900,-350.0788745902,-350.0788745899
-380.4697713084,-380.4697713087,-380.4697713086,-382.6789137432,-382.6789137426,-382.6789137430
-268.6537135708,-268.6537135707,-268.6537135707,-270.3386032345,-270.3386032346,-270.3386032346
-419.4540015070,-419.4540015069,-419.4540015071,-421.9253419490,-421.9253419495,-421.9253419502
-344.7170819268,-344.7170819269,-344.7170819268,-346.7949632977,-346.7949632977,-346.7949632976
-154.7705795139,-154.7705795139,-154.7705795139,-155.8051836577,-155.8051836575,-155.8051836573
-232.6786989312,-232.6786989311,-232.6786989310,-234.3072392934,-234.3072392934,-234.3072392939
-270.9246314662,-270.9246314661,-270.9246314660,-272.7120876898,-272.7120876897,-272.7120876897
-419.4415080378,-419.4415080380,-419.4415080378,-421.9074924581,-421.9074924587,-421.9074924578
-270.9990372582,-270.9990372582,-270.9990372581,-272.7624021932,-272.7624021932,-272.7624021932
-349.0694749784,-349.0694749785,-349.0694749785,-351.3899589710,-351.3899589706,-351.3899589716
-230.7555262444,-230.7555262446,-230.7555262445,-232.2231767986,-232.2231767979,-232.2231767985
-268.6592719507,-268.6592719506,-268.6592719507,-270.4067574978,-270.4067574978,-270.4067574978
-310.0014181478,-310.0014181485,-310.0014181484,-312.0470383228,-312.0470383226,-312.0470383224
-270.9631897223,-270.9631897243,-270.9631897244,-272.7288486429,-272.7288486426,-272.7288486427
-230.8017159028,-230.8017159027,-230.8017159027,-232.2494084707,-232.2494084715,-232.2494084715
-349.0285761913,-349.0285761918,-349.0285761912,-351.3542764956,-351.3542764955,-351.3542764962
-302.4116022920,-302.4116022857,-302.4116022867,-304.0067676729,-304.0067676730,-304.0067676728
-232.7378241653,-232.7378241651,-232.7378241654,-234.3723704326,-234.3723704322,-234.3723704320
-193.7471372757,-193.7471372757,-193.7471372753,-195.0664768317,-195.0664768319,-195.0664768314
-233.8947431075,-233.8947431075,-233.8947431075,-235.5503146709,-235.5503146710,-235.5503146709
-233.9230915601,-233.9230915606,-233.9230915605,-235.5975208121,-235.5975208118,-235.5975208121
-191.6985508626,-191.6985508628,-191.6985508626,-192.8893932146,-192.8893932142,-192.8893932146
-230.8024880028,-230.8024880029,-230.8024880028,-232.2502693883,-232.2502693883,-232.2502693881
-344.7257898554,-344.7257898555,-344.7257898553,-346.7893231235,-346.7893231234,-346.7893231233
-349.0587673908,-349.0587673909,-349.0587673907,-351.3847146825,-351.3847146828,-351.3847146827
-383.7027814471,-383.7027814471,-383.7027814471,-386.0797434365,-386.0797434365,-386.0797434364
-269.7264295056,-269.7264295057,-269.7264295057,-271.4687285673,-271.4687285673,-271.4687285670
-194.9945168103,-194.9945168103,-194.9945168102,-196.3568300462,-196.3568300462,-196.3568300463
-270.9929635166,-270.9929635167,-270.9929635166,-272.7585770735,-272.7585770737,-272.7585770739
-419.4463157035,-419.4463157037,-419.4463157037,-421.9448551300,-421.9448551301,-421.9448551298
-380.4134925814,-380.4134925815,-380.4134925810,-382.5969854428,-382.5969854429,-382.5969854424
-191.6942279404,-191.6942279404,-191.6942279403,-192.8827120355,-192.8827120355,-192.8827120354
-305.6596132631,-305.6596132636,-305.6596132633,-307.4993905726,-307.4993905737,-307.4993905742
-348.9442637207,-348.9442637214,-348.9442637213,-351.2847399958,-351.2847399958,-351.2847399958
-233.9246051782,-233.9246051781,-233.9246051780,-235.5799578674,-235.5799578674,-235.5799578673
-349.0757259426,-349.0757259427,-349.0757259427,-351.3942811570,-351.3942811569,-351.3942811574
-190.5057540374,-190.5057540374,-190.5057540374,-191.6201618055,-191.6201618056,-191.6201618053
-194.8777422689,-194.8777422689,-194.8777422690,-196.2720534144,-196.2720534143,-196.2720534144
-344.6480482633,-344.6480482636,-344.6480482634,-346.7493437221,-346.7493437223,-346.7493437221
-344.5899889027,-344.5899889028,-344.5899889026,-346.7008705296,-346.7008705295,-346.7008705291
-310.0264852380,-310.0264852380,-310.0264852380,-312.0935937291,-312.0935937290,-312.0935937290
-266.6078369346,-266.6078369347,-266.6078369347,-268.1486734473,-268.1486734438,-268.1486734473
-309.9165935299,-309.9165935297,-309.9165935298,-311.9784497642,-311.9784497641,-311.9784497642
-270.9991477876,-270.9991477878,-270.9991477877,-272.7640115743,-272.7640115745,-272.7640115752
-194.9329420545,-194.9329420548,-194.9329420550,-196.3109673439,-196.3109673439,-196.3109673439
-305.6616558997,-305.6616558997,-305.6616558997,-307.4700292572,-307.4700292572,-307.4700292569
-308.7773337177,-308.7773337178,-308.7773337178,-310.8006654943,-310.8006654941,-310.8006654942
-268.6328555495,-268.6328555493,-268.6328555492,-270.3150092494,-270.3150092471,-270.3150092492
-231.9293046328,-231.9293046326,-231.9293046325,-233.4218098433,-233.4218098434,-233.4218098431
-270.9914248656,-270.9914248659,-270.9914248658,-272.7547512798,-272.7547512799,-272.7547512798
-305.6635017520,-305.6635017523,-305.6635017518,-307.4988291381,-307.4988291381,-307.4988291376
-344.6807247297,-344.6807247298,-344.6807247297,-346.7926780838,-346.7926780839,-346.7926780836
-341.3972001333,-341.3972001332,-341.3972001332,-343.3159679747,-343.3159679690,-343.3159679744
-348.9470809322,-348.9470809322,-348.9470809322,-351.2861154351,-351.2861154346,-351.2861154352
-230.8043632587,-230.8043632589,-230.8043632588,-232.2523629874,-232.2523629874,-232.2523629850
-308.8676063489,-308.8676063490,-308.8676063490,-310.8835672012,-310.8835672012,-310.8835672005
-344.6800712801,-344.6800712801,-344.6800712802,-346.7808022676,-346.7808022677,-346.7808022673
-233.9553439200,-233.9553439201,-233.9553439201,-235.6234938556,-235.6234938557,-235.6234938555
-230.7524125771,-230.7524125772,-230.7524125770,-232.2208836465,-232.2208836467,-232.2208836462
-194.8161921280,-194.8161921281,-194.8161921281,-196.2299740193,-196.2299740196,-196.2299740192
-419.3458573530,-419.3458573529,-419.3458573529,-421.8385954743,-421.8385954779,-421.8385954813
-344.6653963101,-344.6653963100,-344.6653963100,-346.7747817923,-346.7747817919,-346.7747817923
-269.7668696588,-269.7668696586,-269.7668696587,-271.5041797697,-271.5041797687,-271.5041797692
-348.9592967145,-348.9592967144,-348.9592967144,-351.2972525499,-351.2972525498,-351.2972525497
-155.9762695296,-155.9762695296,-155.9762695295,-157.0578347649,-157.0578347649,-157.0578347650
-344.7392622014,-344.7392622014,-344.7392622013,-346.8388726571,-346.8388726570,-346.8388726570
-269.8608423261,-269.8608423261,-269.8608423261,-271.5835430934,-271.5835430934,-271.5835430934
-268.3500201011,-268.3500201021,-268.3500201020,-270.0722660678,-270.0722660677,-270.0722660677
-273.0170599703,-273.0170599702,-273.0170599703,-274.9469282398,-274.9469282395,-274.9469282398
-154.7236872560,-154.7236872560,-154.7236872560,-155.7819483548,-155.7819483548,-155.7819483547
-193.6477474834,-193.6477474834,-193.6477474832,-195.0235707589,-195.0235707590,-195.0235707590
-266.6460399479,-266.6460399482,-266.6460399482,-268.1917941777,-268.1917941778,-268.1917941776
-269.7308715876,-269.7308715876,-269.7308715876,-271.4686886620,-271.4686886621,-271.4686886625
-311.9666368022,-311.9666368019,-311.9666368022,-314.1778604893,-314.1778604893,-314.1778604893
-383.7730066538,-383.7730066538,-383.7730066537,-386.1647543706,-386.1647543682,-386.1647543704
-230.6828868422,-230.6828868422,-230.6828868421,-232.1619916953,-232.1619916945,-232.1619916949
-272.9297607925,-272.9297607932,-272.9297607929,-274.8616033709,-274.8616033710,-274.8616033708
-233.9136476692,-233.9136476696,-233.9136476696,-235.5674115752,-235.5674115753,-235.5674115751
-383.7516557152,-383.7516557153,-383.7516557153,-386.1100456203,-386.1100456203,-386.1100456201
-349.0529938453,-349.0529938452,-349.0529938451,-351.3786281072,-351.3786281071,-351.3786281077
-419.3795667053,-419.3795667054,-419.3795667052,-421.8572409383,-421.8572409384,-421.8572409381
-232.7428332322,-232.7428332322,-232.7428332321,-234.3557087313,-234.3557087313,-234.3557087311
-154.6103425590,-154.6103425592,-154.6103425591,-155.6725199044,-155.6725199047,-155.6725199042
-227.6111078928,-227.6111078929,-227.6111078927,-228.8618739154,-228.8618739154,-228.8618739152
-116.9092179035,-116.9092179036,-116.9092179036,-117.7265692813,-117.7265692812,-117.7265692813
-310.0156605238,-310.0156605238,-310.0156605237,-312.0570823611,-312.0570823598,-312.0570823611
-273.0752308881,-273.0752308882,-273.0752308881,-275.0115139560,-275.0115139559,-275.0115139560
-269.8254063120,-269.8254063119,-269.8254063120,-271.5523830476,-271.5523830476,-271.5523830476
-233.9235143704,-233.9235143704,-233.9235143703,-235.5788641443,-235.5788641443,-235.5788641443
-270.8812946888,-270.8812946889,-270.8812946889,-272.6643800367,-272.6643800367,-272.6643800367
-383.6392455558,-383.6392455563,-383.6392455553,-386.0470625043,-386.0470624979,-386.0470625042
-383.6461611940,-383.6461611940,-383.6461611940,-386.0250098619,-386.0250098620,-386.0250098614
-272.9536813192,-272.9536813190,-272.9536813191,-274.8850302605,-274.8850302608,-274.8850302605
-234.0255125503,-234.0255125503,-234.0255125502,-235.6655826487,-235.6655826491,-235.6655826496
-383.7263861740,-383.7263861739,-383.7263861740,-386.1064366537,-386.1064366535,-386.1064366534
-194.9943183827,-194.9943183826,-194.9943183826,-196.3570093215,-196.3570093215,-196.3570093216
-312.0730906557,-312.0730906558,-312.0730906557,-314.2845040171,-314.2845040169,-314.2845040176
-269.8582093889,-269.8582093890,-269.8582093889,-271.5895971383,-271.5895971382,-271.5895971383
-234.0540090616,-234.0540090617,-234.0540090616,-235.7080098294,-235.7080098294,-235.7080098295
-233.9244532397,-233.9244532396,-233.9244532396,-235.5797833617,-235.5797833617,-235.5797833617
-270.8679350625,-270.8679350629,-270.8679350629,-272.6483685680,-272.6483685703,-272.6483685703
-232.7437224498,-232.7437224498,-232.7437224498,-234.3583217479,-234.3583217479,-234.3583217478
-231.9207273968,-231.9207273970,-231.9207273969,-233.4098079683,-233.4098079683,-233.4098079683
-349.0693503413,-349.0693503420,-349.0693503419,-351.3896587717,-351.3896587717,-351.3896587716
-344.7399874673,-344.7399874674,-344.7399874674,-346.8402644825,-346.8402644825,-346.8402644840
-234.0424726062,-234.0424726063,-234.0424726062,-235.6961736136,-235.6961736135,-235.6961736136
-231.8932795406,-231.8932795406,-231.8932795406,-233.4091423435,-233.4091423438,-233.4091423435
