HF/qNRC2DIIS,HF/RS-RFO,HF/S-GEK,B3LYP/qNRC2DIIS,B3LYP/RS-RFO,B3LYP/S-GEK
-380.6256370038,-380.6256370039,-380.6256370039,-382.8215912016,-382.8215912001,-382.8215912016
-233.0361382526,-233.0361382526,-233.0361382526,-234.6538029237,-234.6538029237,-234.6538029237
-344.9188700049,-344.9188700048,-344.9188700049,-347.0195410788,-347.0195410788,-347.0195410787
-231.0013086615,-231.0013086616,-231.0013086613,-232.4639254936,-232.4639254936,-232.4639254937
-419.6289834673,-419.6289834673,-419.6289834673,-422.1067445125,-422.1067445125,-422.1067445125
-271.1936747141,-271.1936747141,-271.1936747141,-272.9783829303,-272.9783829303,-272.9783829303
-270.0331632834,-270.0331632834,-270.0331632834,-271.7767653383,-271.7767653384,-271.7767653383
-310.2332727734,-310.2332727734,-310.2332727734,-312.2945861059,-312.2945861059,-312.2945861059
-156.1054716117,-156.1054716117,-156.1054716117,-157.2138685724,-157.2138685724,-157.2138685724
-383.9702693983,-383.9702693983,-383.9702693983,-386.3458635230,-386.3458635230,-386.3458635229
-232.1564371271,-232.1564371271,-232.1564371271,-233.6639797701,-233.6639797701,-233.6639797701
-302.4662382756,-302.4662382756,-302.4662382756,-304.1064916813,-304.1064916813,-304.1064916812
-269.9958897964,-269.9958897964,-269.9958897964,-271.7407558592,-271.7407558567,-271.7407558591
-312.2780486407,-312.2780486407,-312.2780486407,-314.4949675776,-314.4949675773,-314.4949675776
-234.2225765559,-234.2225765559,-234.2225765559,-235.8829598275,-235.8829598275,-235.8829598275
-234.1899396977,-234.1899396977,-234.1899396977,-235.8488741127,-235.8488741127,-235.8488741126
-348.1063027657,-348.1063027656,-348.1063027657,-350.4004237618,-350.4004237618,-350.4004237618
-380.6256490598,-380.6256490600,-380.6256490599,-382.8215854450,-382.8215854435,-382.8215854450
-268.8504999936,-268.8504999936,-268.8504999937,-270.5539026940,-270.5539026941,-270.5539026940
-419.6569311620,-419.6569311620,-419.6569311621,-422.1305171964,-422.1305171964,-422.1305171964
-344.9342611055,-344.9342611055,-344.9342611055,-347.0329868917,-347.0329868921,-347.0329868920
-154.8504663182,-154.8504663183,-154.8504663180,-155.8981546250,-155.8981546248,-155.8981546249
-233.0361382878,-233.0361382878,-233.0361382878,-234.6538030878,-234.6538030878,-234.6538030878
-271.1936799643,-271.1936799643,-271.1936799643,-272.9783851520,-272.9783851521,-272.9783851520
-419.6574086566,-419.6574086566,-419.6574086565,-422.1318883733,-422.1318883711,-422.1318883733
-271.1989252041,-271.1989252041,-271.1989252041,-272.9824184018,-272.9824184018,-272.9824184018
-349.2695784596,-349.2695784596,-349.2695784596,-351.6071347280,-351.6071347280,-351.6071347280
-230.9886912707,-230.9886912707,-230.9886912707,-232.4549288015,-232.4549288015,-232.4549288014
-270.0231487856,-270.0231487856,-270.0231487856,-271.7671070046,-271.7671070046,-271.7671070046
-310.2246283828,-310.2246283828,-310.2246283828,-312.2863967086,-312.2863967085,-312.2863967086
-271.2040602508,-271.2040602508,-271.2040602508,-272.9882005531,-272.9882005531,-272.9882005531
-230.9886903652,-230.9886903652,-230.9886903652,-232.4549294544,-232.4549294544,-232.4549294543
-349.2762042722,-349.2762042722,-349.2762042722,-351.6139724435,-351.6139724434,-351.6139724435
-302.5421378993,-302.5421378993,-302.5421378993,-304.1827633530,-304.1827633527,-304.1827633529
-233.0361378129,-233.0361378129,-233.0361378129,-234.6538025488,-234.6538025489,-234.6538025488
-193.8469773171,-193.8469773170,-193.8469773171,-195.1790557696,-195.1790557696,-195.1790557695
-234.1899409217,-234.1899409217,-234.1899409217,-235.8488745729,-235.8488745729,-235.8488745728
-234.2225784031,-234.2225784031,-234.2225784031,-235.8829042391,-235.8829042391,-235.8829042391
-191.9171827321,-191.9171827321,-191.9171827321,-193.1087192968,-193.1087192968,-193.1087192968
-230.9886892844,-230.9886892844,-230.9886892844,-232.4549288932,-232.4549288932,-232.4549288932
-344.9134200678,-344.9134200680,-344.9134200680,-346.9939452833,-346.9939452832,-346.9939452833
-349.2688855506,-349.2688855506,-349.2688855506,-351.6074444978,-351.6074444978,-351.6074444978
-383.8977647679,-383.8977647680,-383.8977647679,-386.2807458541,-386.2807458541,-386.2807458541
-270.0384573375,-270.0384573377,-270.0384573375,-271.7784852517,-271.7784852472,-271.7784852517
-195.1750615558,-195.1750615558,-195.1750615558,-196.5589684946,-196.5589684946,-196.5589684946
-271.1983955421,-271.1983955422,-271.1983955421,-272.9815981315,-272.9815981315,-272.9815981315
-419.6592371680,-419.6592371681,-419.6592371681,-422.1358198687,-422.1358198673,-422.1358198686
-380.6237340404,-380.6237340405,-380.6237340405,-382.8229744943,-382.8229744943,-382.8229744943
-191.9171913249,-191.9171913249,-191.9171913249,-193.1087247467,-193.1087247468,-193.1087247468
-305.8840691025,-305.8840691025,-305.8840691025,-307.7070174372,-307.7070174372,-307.7070174371
-349.2604111744,-349.2604111744,-349.2604111744,-351.5992157286,-351.5992157285,-351.5992157286
-234.2225764285,-234.2225764285,-234.2225764285,-235.8829599337,-235.8829599337,-235.8829599337
-349.2695824896,-349.2695824896,-349.2695824896,-351.6071385423,-351.6071385423,-351.6071385423
-190.7161036624,-190.7161036624,-190.7161036623,-191.8717518289,-191.8717518289,-191.8717518288
-195.1750614974,-195.1750614974,-195.1750614974,-196.5589705897,-196.5589705898,-196.5589705898
-344.9197421940,-344.9197421940,-344.9197421940,-347.0199427944,-347.0199427944,-347.0199427943
-344.9102749656,-344.9102749656,-344.9102749657,-347.0110821358,-347.0110821346,-347.0110821358
-310.2207424643,-310.2207424643,-310.2207424643,-312.2840157867,-312.2840157867,-312.2840157868
-266.8470138646,-266.8470138646,-266.8470138646,-268.3928684703,-268.3928684703,-268.3928684702
-310.2222829365,-310.2222829365,-310.2222829365,-312.2843038439,-312.2843038438,-312.2843038439
-271.1983947840,-271.1983947841,-271.1983947840,-272.9815991132,-272.9815991132,-272.9815991132
-195.1435668811,-195.1435668811,-195.1435668811,-196.5281696769,-196.5281696762,-196.5281696769
-305.8752075656,-305.8752075656,-305.8752075656,-307.7003839191,-307.7003839191,-307.7003839191
-309.0397253397,-309.0397253397,-309.0397253397,-311.0624426850,-311.0624426849,-311.0624426850
-268.7320610743,-268.7320610743,-268.7320610743,-270.4229605937,-270.4229605938,-270.4229605937
-232.1700897670,-232.1700897670,-232.1700897670,-233.6760847150,-233.6760847150,-233.6760847150
-271.1936898762,-271.1936898762,-271.1936898762,-272.9783884838,-272.9783884838,-272.9783884837
-305.8964812207,-305.8964812207,-305.8964812207,-307.7187364190,-307.7187364194,-307.7187364193
-344.9342617710,-344.9342617710,-344.9342617710,-347.0329872680,-347.0329872684,-347.0329872683
-341.5825925413,-341.5825925412,-341.5825925413,-343.5026528566,-343.5026528556,-343.5026528566
-349.2604116143,-349.2604116143,-349.2604116143,-351.5992158281,-351.5992158280,-351.5992158281
-230.9886925756,-230.9886925756,-230.9886925756,-232.4549332065,-232.4549332065,-232.4549332064
-309.0741162475,-309.0741162475,-309.0741162475,-311.0907930982,-311.0907930982,-311.0907930982
-344.9175711653,-344.9175711653,-344.9175711653,-347.0187470956,-347.0187470955,-347.0187470955
-234.2225767176,-234.2225767176,-234.2225767176,-235.8829527284,-235.8829527284,-235.8829527284
-230.9886894092,-230.9886894092,-230.9886894092,-232.4549290452,-232.4549290452,-232.4549290452
-195.1750592804,-195.1750592804,-195.1750592804,-196.5589822070,-196.5589822070,-196.5589822070
-419.6573361976,-419.6573361975,-419.6573361976,-422.1388266191,-422.1388266157,-422.1388266191
-344.9186766063,-344.9186766062,-344.9186766063,-347.0192467118,-347.0192467118,-347.0192467117
-270.0331597662,-270.0331597662,-270.0331597662,-271.7767603895,-271.7767603895,-271.7767603895
-349.2695808024,-349.2695808023,-349.2695808024,-351.6071331697,-351.6071331697,-351.6071331697
-156.1054773250,-156.1054773250,-156.1054773250,-157.2138741019,-157.2138741019,-157.2138741019
-344.9333589525,-344.9333589525,-344.9333589525,-347.0326875073,-347.0326875077,-347.0326875076
-270.0384557519,-270.0384557521,-270.0384557519,-271.7784817233,-271.7784817188,-271.7784817233
-268.8505130749,-268.8505130749,-268.8505130749,-270.5539120610,-270.5539120610,-270.5539120610
-273.2264440578,-273.2264440578,-273.2264440578,-275.1626323325,-275.1626323325,-275.1626323325
-154.9104793326,-154.9104793326,-154.9104793326,-155.9771557771,-155.9771557771,-155.9771557775
-193.9910536178,-193.9910536178,-193.9910536178,-195.3320012457,-195.3320012239,-195.3320012457
-266.8461745547,-266.8461745547,-266.8461745547,-268.3926005138,-268.3926005138,-268.3926005137
-270.0331701605,-270.0331701605,-270.0331701605,-271.7767672800,-271.7767672801,-271.7767672801
-312.2611017019,-312.2611017019,-312.2611017019,-314.4743550753,-314.4743550753,-314.4743550753
-383.9695471865,-383.9695471866,-383.9695471865,-386.3458960622,-386.3458960622,-386.3458960622
-230.9886887430,-230.9886887430,-230.9886887430,-232.4549289300,-232.4549289300,-232.4549289300
-273.2255224499,-273.2255224499,-273.2255224499,-275.1615675858,-275.1615675858,-275.1615675858
-234.1899390671,-234.1899390671,-234.1899390671,-235.8488718912,-235.8488718912,-235.8488718912
-383.9702689751,-383.9702689751,-383.9702689751,-386.3458650894,-386.3458650894,-386.3458650893
-349.2647668037,-349.2647668037,-349.2647668037,-351.6040060308,-351.6040060308,-351.6040060309
-419.6574058454,-419.6574058454,-419.6574058453,-422.1318867326,-422.1318867303,-422.1318867325
-233.0361352242,-233.0361352242,-233.0361352242,-234.6538008836,-234.6538008836,-234.6538008836
-154.8165375375,-154.8165375374,-154.8165375374,-155.8635213760,-155.8635213760,-155.8635213759
-227.8044526435,-227.8044526435,-227.8044526435,-229.0734607928,-229.0734607928,-229.0734607926
-117.0819929583,-117.0819929583,-117.0819929583,-117.9097331851,-117.9097331857,-117.9097331856
-310.2293280762,-310.2293280762,-310.2293280762,-312.2913101084,-312.2913101084,-312.2913101084
-273.2251384274,-273.2251384274,-273.2251384274,-275.1614385777,-275.1614385775,-275.1614385777
-270.0331658371,-270.0331658371,-270.0331658371,-271.7767634254,-271.7767634254,-271.7767634254
-234.2225775879,-234.2225775879,-234.2225775879,-235.8829083341,-235.8829083341,-235.8829083341
-271.1891944807,-271.1891944807,-271.1891944807,-272.9736952279,-272.9736952279,-272.9736952279
-383.9940624904,-383.9940624904,-383.9940624904,-386.3667133256,-386.3667133256,-386.3667133256
-383.9699289226,-383.9699289226,-383.9699289226,-386.3459006288,-386.3459006291,-386.3459006290
-273.2255244213,-273.2255244213,-273.2255244213,-275.1615686755,-275.1615686755,-275.1615686755
-234.2225758206,-234.2225758206,-234.2225758206,-235.8829444223,-235.8829444223,-235.8829444223
-383.9726636897,-383.9726636897,-383.9726636897,-386.3481699895,-386.3481699899,-386.3481699898
-195.1750608725,-195.1750608724,-195.1750608725,-196.5589902299,-196.5589902300,-196.5589902300
-312.2620519719,-312.2620519719,-312.2620519719,-314.4753756569,-314.4753756567,-314.4753756570
-270.0356694475,-270.0356694475,-270.0356694475,-271.7760296812,-271.7760296810,-271.7760296812
-234.1851205753,-234.1851205753,-234.1851205753,-235.8450331974,-235.8450331973,-235.8450331974
-234.2225767087,-234.2225767087,-234.2225767087,-235.8829625881,-235.8829625880,-235.8829625880
-271.1859729695,-271.1859729695,-271.1859729695,-272.9707689587,-272.9707689587,-272.9707689587
-233.0361390098,-233.0361390098,-233.0361390098,-234.6538030748,-234.6538030748,-234.6538030748
-232.1685945478,-232.1685945479,-232.1685945478,-233.6746496217,-233.6746496109,-233.6746496217
-349.2695735400,-349.2695735400,-349.2695735400,-351.6071344572,-351.6071344572,-351.6071344572
-344.9188713771,-344.9188713771,-344.9188713771,-347.0195446033,-347.0195446032,-347.0195446032
-234.1915925005,-234.1915925005,-234.1915925005,-235.8501920983,-235.8501920983,-235.8501920983
-232.1635069973,-232.1635069973,-232.1635069973,-233.6696827386,-233.6696827385,-233.6696827385
